date,variable,value,Gender,AgeRange
1991-02-01,men_20_24_rate,11.4,Men,20-24
1991-03-01,men_20_24_rate,11.3,Men,20-24
1991-04-01,men_20_24_rate,11.4,Men,20-24
1991-05-01,men_20_24_rate,11.0,Men,20-24
1991-06-01,men_20_24_rate,11.9,Men,20-24
1991-07-01,men_20_24_rate,12.1,Men,20-24
1991-08-01,men_20_24_rate,12.1,Men,20-24
1991-09-01,men_20_24_rate,12.4,Men,20-24
1991-10-01,men_20_24_rate,12.2,Men,20-24
1991-11-01,men_20_24_rate,11.6,Men,20-24
1991-12-01,men_20_24_rate,12.6,Men,20-24
1992-01-01,men_20_24_rate,12.4,Men,20-24
1992-02-01,men_20_24_rate,12.5,Men,20-24
1992-03-01,men_20_24_rate,12.4,Men,20-24
1992-04-01,men_20_24_rate,12.2,Men,20-24
1992-05-01,men_20_24_rate,12.9,Men,20-24
1992-06-01,men_20_24_rate,12.2,Men,20-24
1992-07-01,men_20_24_rate,12.3,Men,20-24
1992-08-01,men_20_24_rate,11.8,Men,20-24
1992-09-01,men_20_24_rate,11.8,Men,20-24
1992-10-01,men_20_24_rate,11.9,Men,20-24
1992-11-01,men_20_24_rate,12.3,Men,20-24
1992-12-01,men_20_24_rate,12.0,Men,20-24
1993-01-01,men_20_24_rate,11.6,Men,20-24
1993-02-01,men_20_24_rate,11.8,Men,20-24
1993-03-01,men_20_24_rate,11.3,Men,20-24
1993-04-01,men_20_24_rate,11.7,Men,20-24
1993-05-01,men_20_24_rate,12.4,Men,20-24
1993-06-01,men_20_24_rate,11.5,Men,20-24
1993-07-01,men_20_24_rate,11.2,Men,20-24
1993-08-01,men_20_24_rate,11.1,Men,20-24
1993-09-01,men_20_24_rate,10.9,Men,20-24
1993-10-01,men_20_24_rate,10.8,Men,20-24
1993-11-01,men_20_24_rate,10.4,Men,20-24
1993-12-01,men_20_24_rate,10.1,Men,20-24
1994-01-01,men_20_24_rate,11.3,Men,20-24
1994-02-01,men_20_24_rate,10.6,Men,20-24
1994-03-01,men_20_24_rate,10.9,Men,20-24
1994-04-01,men_20_24_rate,10.6,Men,20-24
1994-05-01,men_20_24_rate,10.1,Men,20-24
1994-06-01,men_20_24_rate,10.0,Men,20-24
1994-07-01,men_20_24_rate,10.4,Men,20-24
1994-08-01,men_20_24_rate,10.5,Men,20-24
1994-09-01,men_20_24_rate,9.5,Men,20-24
1994-10-01,men_20_24_rate,9.5,Men,20-24
1994-11-01,men_20_24_rate,9.5,Men,20-24
1994-12-01,men_20_24_rate,8.8,Men,20-24
1995-01-01,men_20_24_rate,9.1,Men,20-24
1995-02-01,men_20_24_rate,8.2,Men,20-24
1995-03-01,men_20_24_rate,8.8,Men,20-24
1995-04-01,men_20_24_rate,8.8,Men,20-24
1995-05-01,men_20_24_rate,8.9,Men,20-24
1995-06-01,men_20_24_rate,9.1,Men,20-24
1995-07-01,men_20_24_rate,9.0,Men,20-24
1995-08-01,men_20_24_rate,10.4,Men,20-24
1995-09-01,men_20_24_rate,9.7,Men,20-24
1995-10-01,men_20_24_rate,9.3,Men,20-24
1995-11-01,men_20_24_rate,9.2,Men,20-24
1995-12-01,men_20_24_rate,9.5,Men,20-24
1996-01-01,men_20_24_rate,9.6,Men,20-24
1996-02-01,men_20_24_rate,10.4,Men,20-24
1996-03-01,men_20_24_rate,9.9,Men,20-24
1996-04-01,men_20_24_rate,9.9,Men,20-24
1996-05-01,men_20_24_rate,10.3,Men,20-24
1996-06-01,men_20_24_rate,9.7,Men,20-24
1996-07-01,men_20_24_rate,9.6,Men,20-24
1996-08-01,men_20_24_rate,8.2,Men,20-24
1996-09-01,men_20_24_rate,8.9,Men,20-24
1996-10-01,men_20_24_rate,8.5,Men,20-24
1996-11-01,men_20_24_rate,9.1,Men,20-24
1996-12-01,men_20_24_rate,9.0,Men,20-24
1997-01-01,men_20_24_rate,10.0,Men,20-24
1997-02-01,men_20_24_rate,8.6,Men,20-24
1997-03-01,men_20_24_rate,9.0,Men,20-24
1997-04-01,men_20_24_rate,8.9,Men,20-24
1997-05-01,men_20_24_rate,7.7,Men,20-24
1997-06-01,men_20_24_rate,8.2,Men,20-24
1997-07-01,men_20_24_rate,8.0,Men,20-24
1997-08-01,men_20_24_rate,8.5,Men,20-24
1997-09-01,men_20_24_rate,9.1,Men,20-24
1997-10-01,men_20_24_rate,9.3,Men,20-24
1997-11-01,men_20_24_rate,9.4,Men,20-24
1997-12-01,men_20_24_rate,9.2,Men,20-24
1998-01-01,men_20_24_rate,8.7,Men,20-24
1998-02-01,men_20_24_rate,8.6,Men,20-24
1998-03-01,men_20_24_rate,8.2,Men,20-24
1998-04-01,men_20_24_rate,7.6,Men,20-24
1998-05-01,men_20_24_rate,8.1,Men,20-24
1998-06-01,men_20_24_rate,8.1,Men,20-24
1998-07-01,men_20_24_rate,8.4,Men,20-24
1998-08-01,men_20_24_rate,8.6,Men,20-24
1998-09-01,men_20_24_rate,8.9,Men,20-24
1998-10-01,men_20_24_rate,7.4,Men,20-24
1998-11-01,men_20_24_rate,6.7,Men,20-24
1998-12-01,men_20_24_rate,7.3,Men,20-24
1999-01-01,men_20_24_rate,7.4,Men,20-24
1999-02-01,men_20_24_rate,7.6,Men,20-24
1999-03-01,men_20_24_rate,7.0,Men,20-24
1999-04-01,men_20_24_rate,8.0,Men,20-24
1999-05-01,men_20_24_rate,8.0,Men,20-24
1999-06-01,men_20_24_rate,8.4,Men,20-24
1999-07-01,men_20_24_rate,8.2,Men,20-24
1999-08-01,men_20_24_rate,7.6,Men,20-24
1999-09-01,men_20_24_rate,7.3,Men,20-24
1999-10-01,men_20_24_rate,8.0,Men,20-24
1999-11-01,men_20_24_rate,7.3,Men,20-24
1999-12-01,men_20_24_rate,7.8,Men,20-24
2000-01-01,men_20_24_rate,7.5,Men,20-24
2000-02-01,men_20_24_rate,7.4,Men,20-24
2000-03-01,men_20_24_rate,7.3,Men,20-24
2000-04-01,men_20_24_rate,7.2,Men,20-24
2000-05-01,men_20_24_rate,8.1,Men,20-24
2000-06-01,men_20_24_rate,6.8,Men,20-24
2000-07-01,men_20_24_rate,7.2,Men,20-24
2000-08-01,men_20_24_rate,6.8,Men,20-24
2000-09-01,men_20_24_rate,7.0,Men,20-24
2000-10-01,men_20_24_rate,7.2,Men,20-24
2000-11-01,men_20_24_rate,7.3,Men,20-24
2000-12-01,men_20_24_rate,7.3,Men,20-24
2001-01-01,men_20_24_rate,7.7,Men,20-24
2001-02-01,men_20_24_rate,8.3,Men,20-24
2001-03-01,men_20_24_rate,8.8,Men,20-24
2001-04-01,men_20_24_rate,8.5,Men,20-24
2001-05-01,men_20_24_rate,9.0,Men,20-24
2001-06-01,men_20_24_rate,9.4,Men,20-24
2001-07-01,men_20_24_rate,8.4,Men,20-24
2001-08-01,men_20_24_rate,9.5,Men,20-24
2001-09-01,men_20_24_rate,8.5,Men,20-24
2001-10-01,men_20_24_rate,9.6,Men,20-24
2001-11-01,men_20_24_rate,10.2,Men,20-24
2001-12-01,men_20_24_rate,10.4,Men,20-24
2002-01-01,men_20_24_rate,10.5,Men,20-24
2002-02-01,men_20_24_rate,10.6,Men,20-24
2002-03-01,men_20_24_rate,11.3,Men,20-24
2002-04-01,men_20_24_rate,10.4,Men,20-24
2002-05-01,men_20_24_rate,9.6,Men,20-24
2002-06-01,men_20_24_rate,9.4,Men,20-24
2002-07-01,men_20_24_rate,9.8,Men,20-24
2002-08-01,men_20_24_rate,10.0,Men,20-24
2002-09-01,men_20_24_rate,10.0,Men,20-24
2002-10-01,men_20_24_rate,10.3,Men,20-24
2002-11-01,men_20_24_rate,10.0,Men,20-24
2002-12-01,men_20_24_rate,10.2,Men,20-24
2003-01-01,men_20_24_rate,9.8,Men,20-24
2003-02-01,men_20_24_rate,9.7,Men,20-24
2003-03-01,men_20_24_rate,9.2,Men,20-24
2003-04-01,men_20_24_rate,10.9,Men,20-24
2003-05-01,men_20_24_rate,11.4,Men,20-24
2003-06-01,men_20_24_rate,11.4,Men,20-24
2003-07-01,men_20_24_rate,11.9,Men,20-24
2003-08-01,men_20_24_rate,10.5,Men,20-24
2003-09-01,men_20_24_rate,11.1,Men,20-24
2003-10-01,men_20_24_rate,10.5,Men,20-24
2003-11-01,men_20_24_rate,11.1,Men,20-24
2003-12-01,men_20_24_rate,10.3,Men,20-24
2004-01-01,men_20_24_rate,10.4,Men,20-24
2004-02-01,men_20_24_rate,10.0,Men,20-24
2004-03-01,men_20_24_rate,10.4,Men,20-24
2004-04-01,men_20_24_rate,10.1,Men,20-24
2004-05-01,men_20_24_rate,10.4,Men,20-24
2004-06-01,men_20_24_rate,10.3,Men,20-24
2004-07-01,men_20_24_rate,9.9,Men,20-24
2004-08-01,men_20_24_rate,9.8,Men,20-24
2004-09-01,men_20_24_rate,10.3,Men,20-24
2004-10-01,men_20_24_rate,10.1,Men,20-24
2004-11-01,men_20_24_rate,9.9,Men,20-24
2004-12-01,men_20_24_rate,9.0,Men,20-24
2005-01-01,men_20_24_rate,10.3,Men,20-24
2005-02-01,men_20_24_rate,11.2,Men,20-24
2005-03-01,men_20_24_rate,9.9,Men,20-24
2005-04-01,men_20_24_rate,9.5,Men,20-24
2005-05-01,men_20_24_rate,9.1,Men,20-24
2005-06-01,men_20_24_rate,9.2,Men,20-24
2005-07-01,men_20_24_rate,8.8,Men,20-24
2005-08-01,men_20_24_rate,9.8,Men,20-24
2005-09-01,men_20_24_rate,9.9,Men,20-24
2005-10-01,men_20_24_rate,9.2,Men,20-24
2005-11-01,men_20_24_rate,9.2,Men,20-24
2005-12-01,men_20_24_rate,9.1,Men,20-24
2006-01-01,men_20_24_rate,8.9,Men,20-24
2006-02-01,men_20_24_rate,9.2,Men,20-24
2006-03-01,men_20_24_rate,8.5,Men,20-24
2006-04-01,men_20_24_rate,8.7,Men,20-24
2006-05-01,men_20_24_rate,9.0,Men,20-24
2006-06-01,men_20_24_rate,7.9,Men,20-24
2006-07-01,men_20_24_rate,8.8,Men,20-24
2006-08-01,men_20_24_rate,9.1,Men,20-24
2006-09-01,men_20_24_rate,8.4,Men,20-24
2006-10-01,men_20_24_rate,8.8,Men,20-24
2006-11-01,men_20_24_rate,8.9,Men,20-24
2006-12-01,men_20_24_rate,8.1,Men,20-24
2007-01-01,men_20_24_rate,8.6,Men,20-24
2007-02-01,men_20_24_rate,8.3,Men,20-24
2007-03-01,men_20_24_rate,8.2,Men,20-24
2007-04-01,men_20_24_rate,8.5,Men,20-24
2007-05-01,men_20_24_rate,8.4,Men,20-24
2007-06-01,men_20_24_rate,9.0,Men,20-24
2007-07-01,men_20_24_rate,9.1,Men,20-24
2007-08-01,men_20_24_rate,9.0,Men,20-24
2007-09-01,men_20_24_rate,10.0,Men,20-24
2007-10-01,men_20_24_rate,9.2,Men,20-24
2007-11-01,men_20_24_rate,8.9,Men,20-24
2007-12-01,men_20_24_rate,9.8,Men,20-24
2008-01-01,men_20_24_rate,9.6,Men,20-24
2008-02-01,men_20_24_rate,10.1,Men,20-24
2008-03-01,men_20_24_rate,10.2,Men,20-24
2008-04-01,men_20_24_rate,9.6,Men,20-24
2008-05-01,men_20_24_rate,10.9,Men,20-24
2008-06-01,men_20_24_rate,11.1,Men,20-24
2008-07-01,men_20_24_rate,11.6,Men,20-24
2008-08-01,men_20_24_rate,11.8,Men,20-24
2008-09-01,men_20_24_rate,12.3,Men,20-24
2008-10-01,men_20_24_rate,13.1,Men,20-24
2008-11-01,men_20_24_rate,13.0,Men,20-24
2008-12-01,men_20_24_rate,14.3,Men,20-24
2009-01-01,men_20_24_rate,14.4,Men,20-24
2009-02-01,men_20_24_rate,15.0,Men,20-24
2009-03-01,men_20_24_rate,16.5,Men,20-24
2009-04-01,men_20_24_rate,16.9,Men,20-24
2009-05-01,men_20_24_rate,17.5,Men,20-24
2009-06-01,men_20_24_rate,17.1,Men,20-24
2009-07-01,men_20_24_rate,16.8,Men,20-24
2009-08-01,men_20_24_rate,16.8,Men,20-24
2009-09-01,men_20_24_rate,17.3,Men,20-24
2009-10-01,men_20_24_rate,18.9,Men,20-24
2009-11-01,men_20_24_rate,18.4,Men,20-24
2009-12-01,men_20_24_rate,18.4,Men,20-24
2010-01-01,men_20_24_rate,19.4,Men,20-24
2010-02-01,men_20_24_rate,18.5,Men,20-24
2010-03-01,men_20_24_rate,18.4,Men,20-24
2010-04-01,men_20_24_rate,20.0,Men,20-24
2010-05-01,men_20_24_rate,16.2,Men,20-24
2010-06-01,men_20_24_rate,17.6,Men,20-24
2010-07-01,men_20_24_rate,17.8,Men,20-24
2010-08-01,men_20_24_rate,16.7,Men,20-24
2010-09-01,men_20_24_rate,16.9,Men,20-24
2010-10-01,men_20_24_rate,16.8,Men,20-24
2010-11-01,men_20_24_rate,18.5,Men,20-24
2010-12-01,men_20_24_rate,16.8,Men,20-24
2011-01-01,men_20_24_rate,16.2,Men,20-24
2011-02-01,men_20_24_rate,16.4,Men,20-24
2011-03-01,men_20_24_rate,16.4,Men,20-24
2011-04-01,men_20_24_rate,16.3,Men,20-24
2011-05-01,men_20_24_rate,15.8,Men,20-24
2011-06-01,men_20_24_rate,15.1,Men,20-24
2011-07-01,men_20_24_rate,15.3,Men,20-24
2011-08-01,men_20_24_rate,15.9,Men,20-24
2011-09-01,men_20_24_rate,15.5,Men,20-24
2011-10-01,men_20_24_rate,14.7,Men,20-24
2011-11-01,men_20_24_rate,16.0,Men,20-24
2011-12-01,men_20_24_rate,15.3,Men,20-24
2012-01-01,men_20_24_rate,14.4,Men,20-24
2012-02-01,men_20_24_rate,15.7,Men,20-24
2012-03-01,men_20_24_rate,14.0,Men,20-24
2012-04-01,men_20_24_rate,14.5,Men,20-24
2012-05-01,men_20_24_rate,14.2,Men,20-24
2012-06-01,men_20_24_rate,15.0,Men,20-24
2012-07-01,men_20_24_rate,14.8,Men,20-24
2012-08-01,men_20_24_rate,15.0,Men,20-24
2012-09-01,men_20_24_rate,13.5,Men,20-24
2012-10-01,men_20_24_rate,13.7,Men,20-24
2012-11-01,men_20_24_rate,13.2,Men,20-24
2012-12-01,men_20_24_rate,13.7,Men,20-24
2013-01-01,men_20_24_rate,15.4,Men,20-24
2013-02-01,men_20_24_rate,13.2,Men,20-24
2013-03-01,men_20_24_rate,14.4,Men,20-24
2013-04-01,men_20_24_rate,14.4,Men,20-24
2013-05-01,men_20_24_rate,14.8,Men,20-24
2013-06-01,men_20_24_rate,14.9,Men,20-24
2013-07-01,men_20_24_rate,13.8,Men,20-24
2013-08-01,men_20_24_rate,14.6,Men,20-24
2013-09-01,men_20_24_rate,14.6,Men,20-24
2013-10-01,men_20_24_rate,13.7,Men,20-24
2013-11-01,men_20_24_rate,12.4,Men,20-24
2013-12-01,men_20_24_rate,11.5,Men,20-24
2014-01-01,men_20_24_rate,12.9,Men,20-24
2014-02-01,men_20_24_rate,13.6,Men,20-24
2014-03-01,men_20_24_rate,13.1,Men,20-24
2014-04-01,men_20_24_rate,12.2,Men,20-24
2014-05-01,men_20_24_rate,12.2,Men,20-24
2014-06-01,men_20_24_rate,11.8,Men,20-24
2014-07-01,men_20_24_rate,12.3,Men,20-24
2014-08-01,men_20_24_rate,11.9,Men,20-24
2014-09-01,men_20_24_rate,12.7,Men,20-24
2014-10-01,men_20_24_rate,10.0,Men,20-24
2014-11-01,men_20_24_rate,11.6,Men,20-24
2014-12-01,men_20_24_rate,11.3,Men,20-24
2015-01-01,men_20_24_rate,11.3,Men,20-24
2015-02-01,men_20_24_rate,10.8,Men,20-24
2015-03-01,men_20_24_rate,11.3,Men,20-24
2015-04-01,men_20_24_rate,10.7,Men,20-24
2015-05-01,men_20_24_rate,11.4,Men,20-24
2015-06-01,men_20_24_rate,10.8,Men,20-24
2015-07-01,men_20_24_rate,10.5,Men,20-24
2015-08-01,men_20_24_rate,10.1,Men,20-24
2015-09-01,men_20_24_rate,10.4,Men,20-24
2015-10-01,men_20_24_rate,10.3,Men,20-24
2015-11-01,men_20_24_rate,11.4,Men,20-24
2015-12-01,men_20_24_rate,10.0,Men,20-24
2016-01-01,men_20_24_rate,8.6,Men,20-24
2016-02-01,men_20_24_rate,9.2,Men,20-24
2016-03-01,men_20_24_rate,9.0,Men,20-24
2016-04-01,men_20_24_rate,9.6,Men,20-24
2016-05-01,men_20_24_rate,8.9,Men,20-24
2016-06-01,men_20_24_rate,9.1,Men,20-24
2016-07-01,men_20_24_rate,10.1,Men,20-24
2016-08-01,men_20_24_rate,9.4,Men,20-24
2016-09-01,men_20_24_rate,9.3,Men,20-24
2016-10-01,men_20_24_rate,10.0,Men,20-24
2016-11-01,men_20_24_rate,9.3,Men,20-24
2016-12-01,men_20_24_rate,9.3,Men,20-24
2017-01-01,men_20_24_rate,9.3,Men,20-24
2017-02-01,men_20_24_rate,9.6,Men,20-24
2017-03-01,men_20_24_rate,8.3,Men,20-24
2017-04-01,men_20_24_rate,8.2,Men,20-24
2017-05-01,men_20_24_rate,7.7,Men,20-24
2017-06-01,men_20_24_rate,8.3,Men,20-24
2017-07-01,men_20_24_rate,8.0,Men,20-24
2017-08-01,men_20_24_rate,7.6,Men,20-24
2017-09-01,men_20_24_rate,8.6,Men,20-24
2017-10-01,men_20_24_rate,8.3,Men,20-24
2017-11-01,men_20_24_rate,8.6,Men,20-24
2017-12-01,men_20_24_rate,8.0,Men,20-24
2018-01-01,men_20_24_rate,8.3,Men,20-24
2018-02-01,men_20_24_rate,7.7,Men,20-24
2018-03-01,men_20_24_rate,7.0,Men,20-24
2018-04-01,men_20_24_rate,7.5,Men,20-24
2018-05-01,men_20_24_rate,7.7,Men,20-24
2018-06-01,men_20_24_rate,8.2,Men,20-24
2018-07-01,men_20_24_rate,7.4,Men,20-24
2018-08-01,men_20_24_rate,7.3,Men,20-24
2018-09-01,men_20_24_rate,7.5,Men,20-24
2018-10-01,men_20_24_rate,7.7,Men,20-24
2018-11-01,men_20_24_rate,7.4,Men,20-24
2018-12-01,men_20_24_rate,8.0,Men,20-24
2019-01-01,men_20_24_rate,8.7,Men,20-24
2019-02-01,men_20_24_rate,7.8,Men,20-24
2019-03-01,men_20_24_rate,8.4,Men,20-24
2019-04-01,men_20_24_rate,7.4,Men,20-24
2019-05-01,men_20_24_rate,8.2,Men,20-24
2019-06-01,men_20_24_rate,7.4,Men,20-24
2019-07-01,men_20_24_rate,7.4,Men,20-24
2019-08-01,men_20_24_rate,7.6,Men,20-24
2019-09-01,men_20_24_rate,7.2,Men,20-24
2019-10-01,men_20_24_rate,7.8,Men,20-24
2019-11-01,men_20_24_rate,7.3,Men,20-24
2019-12-01,men_20_24_rate,7.3,Men,20-24
2020-01-01,men_20_24_rate,7.0,Men,20-24
2020-02-01,men_20_24_rate,6.8,Men,20-24
2020-03-01,men_20_24_rate,8.6,Men,20-24
2020-04-01,men_20_24_rate,23.1,Men,20-24
2020-05-01,men_20_24_rate,22.1,Men,20-24
2020-06-01,men_20_24_rate,18.7,Men,20-24
2020-07-01,men_20_24_rate,17.2,Men,20-24
2020-08-01,men_20_24_rate,14.1,Men,20-24
2020-09-01,men_20_24_rate,12.9,Men,20-24
2020-10-01,men_20_24_rate,12.0,Men,20-24
2020-11-01,men_20_24_rate,12.0,Men,20-24
2020-12-01,men_20_24_rate,12.3,Men,20-24
2021-01-01,men_20_24_rate,10.0,Men,20-24
2021-02-01,men_20_24_rate,10.4,Men,20-24
2021-03-01,men_20_24_rate,10.6,Men,20-24
2021-04-01,men_20_24_rate,11.4,Men,20-24
2021-05-01,men_20_24_rate,11.1,Men,20-24
2021-06-01,men_20_24_rate,10.2,Men,20-24
2021-07-01,men_20_24_rate,10.3,Men,20-24
2021-08-01,men_20_24_rate,9.4,Men,20-24
2021-09-01,men_20_24_rate,9.0,Men,20-24
2021-10-01,men_20_24_rate,8.3,Men,20-24
2021-11-01,men_20_24_rate,8.0,Men,20-24
2021-12-01,men_20_24_rate,7.7,Men,20-24
2022-01-01,men_20_24_rate,8.5,Men,20-24
2022-02-01,men_20_24_rate,7.8,Men,20-24
2022-03-01,men_20_24_rate,8.5,Men,20-24
2022-04-01,men_20_24_rate,8.0,Men,20-24
2022-05-01,men_20_24_rate,7.1,Men,20-24
2022-06-01,men_20_24_rate,7.6,Men,20-24
2022-07-01,men_20_24_rate,7.3,Men,20-24
2022-08-01,men_20_24_rate,8.1,Men,20-24
2022-09-01,men_20_24_rate,7.9,Men,20-24
2022-10-01,men_20_24_rate,7.2,Men,20-24
2022-11-01,men_20_24_rate,7.7,Men,20-24
2022-12-01,men_20_24_rate,7.3,Men,20-24
2023-01-01,men_20_24_rate,7.8,Men,20-24
2023-02-01,men_20_24_rate,7.9,Men,20-24
2023-03-01,men_20_24_rate,6.9,Men,20-24
2023-04-01,men_20_24_rate,6.0,Men,20-24
2023-05-01,men_20_24_rate,7.1,Men,20-24
2023-06-01,men_20_24_rate,6.7,Men,20-24
2023-07-01,men_20_24_rate,7.2,Men,20-24
2023-08-01,men_20_24_rate,8.4,Men,20-24
2023-09-01,men_20_24_rate,8.4,Men,20-24
2023-10-01,men_20_24_rate,7.9,Men,20-24
1948-01-01,women_20_24_rate,3.4,Women,20-24
1948-02-01,women_20_24_rate,4.5,Women,20-24
1948-03-01,women_20_24_rate,5.4,Women,20-24
1948-04-01,women_20_24_rate,5.0,Women,20-24
1948-05-01,women_20_24_rate,4.9,Women,20-24
1948-06-01,women_20_24_rate,4.6,Women,20-24
1948-07-01,women_20_24_rate,6.5,Women,20-24
1948-08-01,women_20_24_rate,4.7,Women,20-24
1948-09-01,women_20_24_rate,4.1,Women,20-24
1948-10-01,women_20_24_rate,4.6,Women,20-24
1948-11-01,women_20_24_rate,4.9,Women,20-24
1948-12-01,women_20_24_rate,5.4,Women,20-24
1949-01-01,women_20_24_rate,5.1,Women,20-24
1949-02-01,women_20_24_rate,5.9,Women,20-24
1949-03-01,women_20_24_rate,5.2,Women,20-24
1949-04-01,women_20_24_rate,6.2,Women,20-24
1949-05-01,women_20_24_rate,7.1,Women,20-24
1949-06-01,women_20_24_rate,7.3,Women,20-24
1949-07-01,women_20_24_rate,7.4,Women,20-24
1949-08-01,women_20_24_rate,9.3,Women,20-24
1949-09-01,women_20_24_rate,9.0,Women,20-24
1949-10-01,women_20_24_rate,9.0,Women,20-24
1949-11-01,women_20_24_rate,8.1,Women,20-24
1949-12-01,women_20_24_rate,8.5,Women,20-24
1950-01-01,women_20_24_rate,9.5,Women,20-24
1950-02-01,women_20_24_rate,8.4,Women,20-24
1950-03-01,women_20_24_rate,5.9,Women,20-24
1950-04-01,women_20_24_rate,6.9,Women,20-24
1950-05-01,women_20_24_rate,7.5,Women,20-24
1950-06-01,women_20_24_rate,7.9,Women,20-24
1950-07-01,women_20_24_rate,7.0,Women,20-24
1950-08-01,women_20_24_rate,5.3,Women,20-24
1950-09-01,women_20_24_rate,7.0,Women,20-24
1950-10-01,women_20_24_rate,5.6,Women,20-24
1950-11-01,women_20_24_rate,5.5,Women,20-24
1950-12-01,women_20_24_rate,5.5,Women,20-24
1951-01-01,women_20_24_rate,4.8,Women,20-24
1951-02-01,women_20_24_rate,3.9,Women,20-24
1951-03-01,women_20_24_rate,5.5,Women,20-24
1951-04-01,women_20_24_rate,4.6,Women,20-24
1951-05-01,women_20_24_rate,3.9,Women,20-24
1951-06-01,women_20_24_rate,4.3,Women,20-24
1951-07-01,women_20_24_rate,4.2,Women,20-24
1951-08-01,women_20_24_rate,4.1,Women,20-24
1951-09-01,women_20_24_rate,4.8,Women,20-24
1951-10-01,women_20_24_rate,4.6,Women,20-24
1951-11-01,women_20_24_rate,4.4,Women,20-24
1951-12-01,women_20_24_rate,3.9,Women,20-24
1952-01-01,women_20_24_rate,4.2,Women,20-24
1952-02-01,women_20_24_rate,4.9,Women,20-24
1952-03-01,women_20_24_rate,5.4,Women,20-24
1952-04-01,women_20_24_rate,4.9,Women,20-24
1952-05-01,women_20_24_rate,4.8,Women,20-24
1952-06-01,women_20_24_rate,4.2,Women,20-24
1952-07-01,women_20_24_rate,4.7,Women,20-24
1952-08-01,women_20_24_rate,4.6,Women,20-24
1952-09-01,women_20_24_rate,3.5,Women,20-24
1952-10-01,women_20_24_rate,4.3,Women,20-24
1952-11-01,women_20_24_rate,4.4,Women,20-24
1952-12-01,women_20_24_rate,4.2,Women,20-24
1953-01-01,women_20_24_rate,3.9,Women,20-24
1953-02-01,women_20_24_rate,3.0,Women,20-24
1953-03-01,women_20_24_rate,3.8,Women,20-24
1953-04-01,women_20_24_rate,3.6,Women,20-24
1953-05-01,women_20_24_rate,3.9,Women,20-24
1953-06-01,women_20_24_rate,4.2,Women,20-24
1953-07-01,women_20_24_rate,4.1,Women,20-24
1953-08-01,women_20_24_rate,5.6,Women,20-24
1953-09-01,women_20_24_rate,4.6,Women,20-24
1953-10-01,women_20_24_rate,4.6,Women,20-24
1953-11-01,women_20_24_rate,5.1,Women,20-24
1953-12-01,women_20_24_rate,5.9,Women,20-24
1954-01-01,women_20_24_rate,7.3,Women,20-24
1954-02-01,women_20_24_rate,7.3,Women,20-24
1954-03-01,women_20_24_rate,6.8,Women,20-24
1954-04-01,women_20_24_rate,9.2,Women,20-24
1954-05-01,women_20_24_rate,7.3,Women,20-24
1954-06-01,women_20_24_rate,6.7,Women,20-24
1954-07-01,women_20_24_rate,7.2,Women,20-24
1954-08-01,women_20_24_rate,6.6,Women,20-24
1954-09-01,women_20_24_rate,9.6,Women,20-24
1954-10-01,women_20_24_rate,6.7,Women,20-24
1954-11-01,women_20_24_rate,7.3,Women,20-24
1954-12-01,women_20_24_rate,5.7,Women,20-24
1955-01-01,women_20_24_rate,6.0,Women,20-24
1955-02-01,women_20_24_rate,6.8,Women,20-24
1955-03-01,women_20_24_rate,5.5,Women,20-24
1955-04-01,women_20_24_rate,5.6,Women,20-24
1955-05-01,women_20_24_rate,5.9,Women,20-24
1955-06-01,women_20_24_rate,6.2,Women,20-24
1955-07-01,women_20_24_rate,4.6,Women,20-24
1955-08-01,women_20_24_rate,5.5,Women,20-24
1955-09-01,women_20_24_rate,8.2,Women,20-24
1955-10-01,women_20_24_rate,6.5,Women,20-24
1955-11-01,women_20_24_rate,5.8,Women,20-24
1955-12-01,women_20_24_rate,6.6,Women,20-24
1956-01-01,women_20_24_rate,5.9,Women,20-24
1956-02-01,women_20_24_rate,4.6,Women,20-24
1956-03-01,women_20_24_rate,6.4,Women,20-24
1956-04-01,women_20_24_rate,5.8,Women,20-24
1956-05-01,women_20_24_rate,6.3,Women,20-24
1956-06-01,women_20_24_rate,6.7,Women,20-24
1956-07-01,women_20_24_rate,7.7,Women,20-24
1956-08-01,women_20_24_rate,6.3,Women,20-24
1956-09-01,women_20_24_rate,6.3,Women,20-24
1956-10-01,women_20_24_rate,6.8,Women,20-24
1956-11-01,women_20_24_rate,6.1,Women,20-24
1956-12-01,women_20_24_rate,7.1,Women,20-24
1957-01-01,women_20_24_rate,6.7,Women,20-24
1957-02-01,women_20_24_rate,6.4,Women,20-24
1957-03-01,women_20_24_rate,5.5,Women,20-24
1957-04-01,women_20_24_rate,6.2,Women,20-24
1957-05-01,women_20_24_rate,5.8,Women,20-24
1957-06-01,women_20_24_rate,5.6,Women,20-24
1957-07-01,women_20_24_rate,5.7,Women,20-24
1957-08-01,women_20_24_rate,6.6,Women,20-24
1957-09-01,women_20_24_rate,5.7,Women,20-24
1957-10-01,women_20_24_rate,5.5,Women,20-24
1957-11-01,women_20_24_rate,6.6,Women,20-24
1957-12-01,women_20_24_rate,5.6,Women,20-24
1958-01-01,women_20_24_rate,7.4,Women,20-24
1958-02-01,women_20_24_rate,8.0,Women,20-24
1958-03-01,women_20_24_rate,8.5,Women,20-24
1958-04-01,women_20_24_rate,11.4,Women,20-24
